Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2016,8,16/10/2016,Sporting de Gijón,1-2,Valencia,El Molinón,Munuera Montero,"[['Cuéllar', 'Lillo', 'Amorebieta', 'Meré', 'Isma López', 'Moi Gómez', 'Rachid', 'Sergio Álvarez', 'Čop', 'Carlos Castro', 'Víctor'], ['Afif', 'Burgui', 'Viguera', 'Mariño', 'Douglas', 'Nacho Cases', 'Lora']]","[[78, 72, 75, 76, 72, 74, 71, 77, 75, 73, 77], [69, 74, 70, 74, 72, 74, 76]]","[[78, 73, 75, 84, 74, 80, 77, 83, 77, 79, 78], [78, 82, 70, 78, 75, 75, 76]]","[['Diego Alves', 'Montoya', 'João Cancelo', 'Garay', 'Aderlan Santos', 'Gayà', 'Parejo', 'Enzo Pérez', 'Mario Suárez', 'Santi Mina', 'Rodrigo'], ['Medrán', 'Bakkali', 'Jaume', 'Mangala', 'Munir', 'Fede Cartabia', 'Abdennour']]","[[83, 77, 79, 84, 76, 80, 82, 78, 80, 75, 78], [77, 74, 75, 80, 75, 76, 80]]","[[83, 80, 86, 84, 77, 85, 83, 78, 80, 82, 81], [84, 82, 79, 83, 81, 83, 82]]"
2016,8,16/10/2016,Villarreal,5-0,Celta de Vigo,El Madrigal,Estrada Fernández,"[['Asenjo', 'Mario Gaspar', 'Álvaro', 'Víctor Ruiz', 'Jaume Costa', 'Bruno Soriano', 'Soriano', 'Manu Trigueros', 'Samu Castillejo', 'Sansone', 'Bakambu'], ['Jonathan dos Santos', 'Pato', 'Rodri', 'Andrés Fernández', 'José Ángel', 'Bonera', 'Santos Borré']]","[[83, 80, 77, 81, 79, 83, 79, 80, 80, 79, 81], [80, 80, 68, 76, 74, 77, 75]]","[[84, 83, 79, 82, 79, 83, 82, 84, 87, 82, 85], [81, 81, 81, 76, 75, 77, 84]]","[['Sergio Álvarez', 'Hugo Mallo', 'Cabral', 'Sergi Gómez', 'Jonny', 'Wass', 'Radoja', 'Orellana', 'Pione Sisto', 'Iago Aspas', 'Bongonda'], ['Rossi', 'Pape Cheikh', 'Señé', 'Rubén Blanco', 'Fontàs', 'Marcelo Díaz', 'Roncaglia']]","[[77, 80, 80, 77, 77, 80, 78, 81, 74, 81, 76], [79, 66, 70, 73, 78, 80, 77]]","[[77, 85, 80, 85, 83, 81, 83, 81, 83, 81, 86], [79, 79, 76, 84, 80, 80, 77]]"
2016,8,17/10/2016,Eibar,2-3,Osasuna,Estadio Municipal de Ipurua,Melero López,"[['Riesgo', 'Capa', 'Lejeune', 'Mauro dos Santos', 'Luna', 'Escalante', 'Dani García', 'Fran Rico', 'Pedro León', 'Bebé', 'Sergi Enrich'], ['Ramis', 'Nano', 'Jota Peleteiro', 'Yoel', 'Kike García', 'Juncà', 'Adrián']]","[[75, 77, 76, 77, 74, 78, 78, 76, 77, 76, 77], [76, 72, 74, 72, 73, 75, 75]]","[[75, 83, 80, 78, 78, 85, 80, 76, 77, 77, 79], [76, 82, 77, 72, 74, 81, 75]]","[['Nauzet', 'Unai García', 'David García', 'Oier', 'Miguel Flaño', 'Berenguer', 'Roberto Torres', 'De las Cuevas', 'Digard', 'Sergio León', 'Oriol Riera'], ['Fausto', 'Otegui', 'Javi Álamo', 'Tano', 'Rivière', 'Jaime', 'Álvaro']]","[[72, 72, 75, 74, 75, 72, 77, 74, 73, 76, 73], [72, 66, 68, 73, 71, 72, 62]]","[[72, 79, 83, 74, 75, 83, 78, 74, 73, 77, 73], [74, 81, 68, 75, 73, 73, 74]]"
2016,9,21/10/2016,Osasuna,1-2,Betis,Estadio El Sadar,Del Cerro Grande,"[['Nauzet', 'Unai García', 'Oier', 'David García', 'Miguel Flaño', 'Digard', 'De las Cuevas', 'Berenguer', 'Roberto Torres', 'Oriol Riera', 'Sergio León'], ['Fausto', 'Rivière', 'Jaime', 'Mario', 'Tano', 'Javi Álamo', 'Otegui']]","[[72, 72, 74, 75, 75, 73, 74, 72, 77, 73, 76], [72, 71, 72, 70, 73, 68, 66]]","[[72, 78, 74, 83, 75, 73, 74, 83, 78, 73, 77], [74, 73, 73, 72, 75, 68, 81]]","[['Adán', 'Piccini', 'Mandi', 'Pezzella', 'Álex Martínez', 'Cejudo', 'Martin', 'Felipe Gutiérrez', 'Petros', 'Joaquín', 'Sanabria'], ['Brašanac', 'Rubén Castro', 'Álex Alegría', 'Dani Giménez', 'Dani Ceballos', 'Nahuel', 'Donk']]","[[80, 76, 77, 77, 73, 76, 76, 76, 79, 78, 78], [73, 81, 73, 70, 77, 74, 73]]","[[80, 83, 82, 83, 76, 76, 78, 79, 80, 78, 88], [78, 81, 80, 70, 85, 83, 73]]"
2016,9,22/10/2016,Espanyol,3-3,Eibar,Power8 Stadium,Gil Manzano,"[['Diego López', 'Javi López', 'Diego Reyes', 'David López', 'Demichelis', 'Marc Roca', 'Jurado', 'Víctor Sánchez', 'Piatti', 'Leo Baptistão', 'Gerard Moreno'], ['Aarón', 'Caicedo', 'Hernán Pérez', 'Roberto', 'Reyes', 'Javi Fuego', 'Diop']]","[[81, 77, 77, 76, 78, 73, 78, 77, 78, 79, 77], [66, 77, 78, 79, 78, 79, 76]]","[[81, 77, 83, 77, 78, 82, 78, 77, 78, 84, 83], [76, 77, 78, 79, 78, 79, 76]]","[['Riesgo', 'Capa', 'Lejeune', 'Ramis', 'Luna', 'Pedro León', 'Fran Rico', 'Dani García', 'Inui', 'Kike García', 'Sergi Enrich'], ['Adrián', 'Rubén Peña', 'Escalante', 'Yoel', 'Gálvez', 'Rivera', 'Arbilla']]","[[75, 77, 76, 76, 74, 77, 76, 78, 76, 73, 77], [75, 74, 78, 72, 75, 65, 72]]","[[75, 83, 80, 76, 78, 77, 76, 80, 76, 74, 79], [75, 77, 85, 72, 76, 79, 72]]"
2016,9,22/10/2016,Valencia,2-3,Barcelona,Camp de Mestalla,Undiano Mallenco,"[['Diego Alves', 'Montoya', 'João Cancelo', 'Garay', 'Mangala', 'Gayà', 'Parejo', 'Enzo Pérez', 'Mario Suárez', 'Rodrigo', 'Nani'], ['Abdennour', 'Santi Mina', 'Munir', 'Jaume', 'Bakkali', 'Fede Cartabia', 'Medrán']]","[[83, 77, 79, 84, 80, 80, 82, 78, 80, 78, 83], [80, 75, 75, 75, 74, 76, 77]]","[[83, 80, 86, 84, 83, 85, 83, 78, 80, 81, 83], [82, 82, 81, 79, 82, 83, 84]]","[['Ter Stegen', 'Sergi Roberto', 'Umtiti', 'Mascherano', 'Digne', 'André Gomes', 'Iniesta', 'Busquets', 'Neymar', 'Messi', 'Luis Suárez'], ['Rakitić', 'Denis Suárez', 'Masip', 'Alcácer', 'Aleix Vidal', 'Mathieu', 'Aleñá']]","[[83, 79, 82, 85, 79, 84, 88, 87, 92, 93, 92], [87, 80, 70, 81, 77, 81, 67]]","[[88, 85, 87, 85, 84, 90, 88, 88, 95, 93, 92], [87, 87, 71, 87, 78, 81, 82]]"
2016,9,22/10/2016,Real Sociedad,3-0,Alavés,Anoeta,Clos Gómez,"[['Rulli', 'Carlos Martínez', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Carlos Vela'], ['Canales', 'Juanmi', 'Rubén Pardo', 'Toño Ramírez', 'Elustondo', 'Concha', 'Bautista']]","[[83, 73, 74, 81, 77, 78, 78, 79, 77, 78, 81], [79, 75, 77, 68, 76, 70, 66]]","[[90, 73, 75, 85, 79, 78, 78, 80, 85, 83, 81], [83, 82, 83, 69, 84, 82, 80]]","[['Pacheco', 'Vigaray', 'Feddal', 'Laguardia', 'Raúl Carnero', 'Dani Torres', 'Camarasa', 'Marcos Llorente', 'Katai', 'Deyverson', 'Edgar'], ['Espinoza', 'Kiko Femenía', 'Christian Santos', 'Ortolà', 'Alexis', 'Manu García', 'Krstičić']]","[[77, 71, 77, 76, 74, 77, 76, 75, 74, 76, 74], [73, 73, 73, 69, 76, 74, 73]]","[[84, 80, 78, 78, 75, 79, 84, 85, 77, 81, 77], [83, 76, 73, 79, 76, 74, 76]]"
2016,9,22/10/2016,Granada,0-0,Sporting de Gijón,Estadio Nuevo Los Carmenes,Bikandi Garrido,"[['Ochoa', 'Tito', 'Rubén Vezo', 'Lombán', 'Gabriel Silva', 'Angban', 'Andreas Pereira', 'Agbo', 'Kravets', 'Cuenca', 'Ponce'], ['Bueno', 'Atzili', 'Javi Márquez', 'Oier Olazábal', 'Barral', 'Tabanou', 'Krhin']]","[[79, 74, 75, 75, 71, 70, 73, 72, 72, 74, 72], [76, 72, 74, 70, 71, 77, 73]]","[[79, 74, 81, 75, 74, 78, 81, 81, 73, 77, 83], [76, 78, 74, 71, 71, 78, 75]]","[['Cuéllar', 'Lillo', 'Lora', 'Juan', 'Meré', 'Moi Gómez', 'Rachid', 'Sergio Álvarez', 'Čop', 'Burgui', 'Carlos Castro'], ['Nacho Cases', 'Viguera', 'Víctor', 'Mariño', 'Douglas', 'Isma López', 'Carmona']]","[[78, 72, 76, 63, 76, 74, 71, 77, 75, 74, 73], [74, 70, 77, 74, 72, 72, 72]]","[[78, 73, 76, 73, 84, 80, 77, 83, 77, 82, 79], [75, 70, 78, 78, 75, 74, 72]]"
2016,9,23/10/2016,Celta de Vigo,4-1,Deportivo de La Coruña,Balaidos,Álvarez Izquierdo,"[['Sergio Álvarez', 'Hugo Mallo', 'Roncaglia', 'Cabral', 'Jonny', 'Wass', 'Pablo Hernández', 'Radoja', 'Orellana', 'Iago Aspas', 'Bongonda'], ['Marcelo Díaz', 'Rossi', 'Pione Sisto', 'Rubén Blanco', 'Fontàs', 'Planas', 'Pape Cheikh']]","[[77, 80, 77, 80, 77, 80, 80, 78, 81, 81, 77], [80, 79, 74, 73, 78, 75, 66]]","[[77, 85, 77, 80, 83, 81, 80, 83, 81, 81, 87], [80, 79, 83, 84, 80, 79, 79]]","[['Lux', 'Juanfran', 'Sidnei', 'Albentosa', 'Fernando Navarro', 'Guilherme', 'Fajr', 'Mosquera', 'Babel', 'Bruno Gama', 'Andone'], ['Borges', 'Marlos Moreno', 'Carles Gil', 'Tytoń', 'Álex Bergantiños', 'Luisinho', 'Borja Valle']]","[[75, 77, 80, 77, 75, 75, 77, 79, 75, 76, 76], [77, 72, 77, 76, 74, 75, 72]]","[[75, 77, 82, 78, 75, 78, 77, 79, 75, 76, 82], [77, 84, 83, 76, 74, 75, 78]]"
2016,9,23/10/2016,Sevilla,1-0,Atlético de Madrid,Estadio Ramón Sánchez-Pizjuán,Martínez Munuera,"[['Sergio Rico', 'Mariano', 'Mercado', 'Rami', 'Pareja', 'Escudero', ""N'Zonzi"", 'Nasri', 'Franco Vázquez', 'Vitolo', 'Vietto'], ['Correa', 'Iborra', 'Sirigu', 'Kolodzciejczak', 'Ben Yedder', 'Sarabia', 'Ganso']]","[[80, 79, 76, 82, 72, 77, 82, 82, 82, 82, 79], [79, 82, 82, 60, 80, 79, 81]]","[[85, 79, 76, 82, 72, 78, 83, 82, 82, 82, 86], [88, 82, 82, 63, 83, 83, 82]]","[['Oblak', 'Juanfran', 'Savić', 'Godín', 'Filipe Luís', 'Gabi', 'Koke', 'Gameiro', 'Correa', 'Carrasco', 'Griezmann'], ['Tiago', 'Gaitán', 'Fernando Torres', 'André Moreira', 'Saúl', 'Vrsaljko', 'Lucas Hernández']]","[[87, 83, 82, 88, 85, 82, 84, 83, 79, 82, 88], [81, 85, 81, 70, 80, 78, 76]]","[[91, 83, 86, 88, 85, 82, 88, 83, 88, 88, 92], [81, 85, 81, 80, 88, 82, 87]]"
2016,9,23/10/2016,Málaga,4-0,Leganés,La Rosaleda,Trujillo Suárez,"[['Kameni', 'Rosales', 'Villanueva', 'Koné', 'Pablo Fornals', 'Kuzmanović', 'Jony', 'Chori Castro', 'Juankar', 'Camacho', 'Sandro'], ['Ricca', 'Michael Santos', 'Duda', 'Boyko', 'En-Nesyri', 'Luis Muñoz', 'Ontiveros']]","[[81, 77, 74, 76, 76, 76, 78, 82, 73, 81, 76], [75, 72, 72, 78, 70, 60, 69]]","[[81, 77, 79, 76, 85, 76, 81, 82, 74, 84, 84], [83, 78, 72, 78, 82, 70, 82]]","[['Serantes', 'Víctor Díaz', 'Medjani', 'Mantovani', 'Diego Rico', 'Timor', 'Omar', 'Rubén Pérez', 'Gabriel', 'Luciano', 'Szymanowski'], ['Insua', 'Unai López', 'Rober Ibáñez', 'Brignoli', 'Bustinza', 'Alberto', 'Guerrero']]","[[76, 73, 75, 76, 75, 75, 75, 77, 76, 74, 77], [75, 72, 72, 71, 71, 71, 73]]","[[78, 73, 75, 76, 81, 76, 75, 78, 81, 80, 77], [81, 79, 78, 77, 75, 74, 76]]"
2016,9,23/10/2016,Villarreal,2-1,Las Palmas,El Madrigal,Jaime Latre,"[['Asenjo', 'Mario Gaspar', 'Víctor Ruiz', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Soriano', 'Manu Trigueros', 'Jonathan dos Santos', 'Sansone', 'Bakambu'], ['Samu Castillejo', 'Rodri', 'Santos Borré', 'Andrés Fernández', ""N'Diaye"", 'Álvaro', 'Rukavina']]","[[83, 80, 81, 83, 79, 83, 79, 80, 80, 79, 81], [80, 68, 75, 76, 79, 77, 77]]","[[84, 83, 82, 87, 79, 83, 82, 84, 81, 82, 85], [87, 81, 84, 76, 81, 79, 77]]","[['Lizoain', 'Míchel Macedo', 'Bigas', 'David García', 'Dani Castellano', 'Tana', 'Roque Mesa', 'Vicente Gómez', 'Jonathan Viera', 'Araujo', 'Boateng'], ['Tyronne', 'Lemos', 'Montoro', 'Javi Varas', 'Asdrúbal', 'Momo', 'Hélder Lopes']]","[[73, 76, 78, 77, 74, 77, 81, 78, 81, 75, 79], [70, 77, 71, 78, 68, 72, 72]]","[[75, 78, 81, 77, 74, 80, 81, 78, 81, 79, 79], [73, 85, 71, 78, 72, 72, 73]]"
2016,9,23/10/2016,Real Madrid,2-1,Athletic Club,Estadio Santiago Bernabeu,Iglesias Villanueva,"[['Keylor Navas', 'Carvajal', 'Varane', 'Pepe', 'Marcelo', 'Isco', 'Kovačić', 'Kroos', 'Bale', 'Benzema', 'Cristiano Ronaldo'], ['Morata', 'Lucas Vázquez', 'Casilla', 'Nacho', 'James Rodríguez', 'Asensio', 'Danilo']]","[[85, 83, 84, 88, 86, 84, 80, 88, 90, 87, 94], [82, 81, 80, 78, 87, 81, 80]]","[[85, 86, 91, 88, 86, 88, 86, 90, 90, 87, 94], [86, 84, 80, 80, 92, 89, 83]]","[['Iraizoz', 'Etxeita', 'Laporte', 'Saborit', 'Raúl García', 'Mikel Rico', 'Lekue', 'San José', 'Eraso', 'Sabin Merino', 'Williams'], ['Muniain', 'Susaeta', 'Iturraspe', 'Herrerín', 'Elustondo', 'Beñat', 'Vesga']]","[[79, 79, 84, 69, 81, 77, 74, 81, 74, 74, 80], [78, 78, 81, 76, 74, 82, 69]]","[[79, 79, 88, 76, 81, 77, 82, 83, 76, 80, 86], [83, 78, 82, 76, 74, 82, 76]]"
2016,10,28/10/2016,Leganés,0-2,Real Sociedad,Estadio Municipal de Butarque,Hernández Hernández,"[['Serantes', 'Víctor Díaz', 'Insua', 'Medjani', 'Diego Rico', 'Timor', 'Omar', 'Rubén Pérez', 'Gabriel', 'Szymanowski', 'Guerrero'], ['Alberto', 'Rober Ibáñez', 'Unai López', 'Brignoli', 'Bustinza', 'Mantovani', 'Machís']]","[[76, 73, 75, 75, 75, 75, 75, 77, 76, 77, 73], [71, 72, 72, 71, 71, 76, 72]]","[[78, 73, 81, 75, 81, 76, 75, 78, 81, 77, 76], [74, 78, 79, 77, 75, 76, 78]]","[['Rulli', 'Carlos Martínez', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Carlos Vela'], ['Canales', 'Juanmi', 'Toño Ramírez', 'Mikel González', 'Rubén Pardo', 'Elustondo', 'Concha']]","[[83, 73, 74, 81, 77, 78, 78, 79, 77, 78, 81], [79, 75, 68, 76, 77, 76, 70]]","[[90, 73, 75, 85, 79, 78, 78, 80, 85, 83, 81], [83, 82, 69, 76, 83, 84, 82]]"
2016,10,30/10/2016,Eibar,2-1,Villarreal,Estadio Municipal de Ipurua,Fernández Borbalán,"[['Riesgo', 'Capa', 'Lejeune', 'Ramis', 'Luna', 'Pedro León', 'Fran Rico', 'Dani García', 'Inui', 'Kike García', 'Sergi Enrich'], ['Arbilla', 'Rubén Peña', 'Adrián', 'Yoel', 'Bebé', 'Gálvez', 'Escalante']]","[[75, 77, 76, 76, 74, 77, 76, 78, 76, 73, 77], [72, 74, 75, 72, 76, 75, 78]]","[[75, 83, 80, 76, 78, 77, 76, 80, 76, 74, 79], [72, 77, 75, 72, 77, 76, 85]]","[['Asenjo', 'Mario Gaspar', 'Víctor Ruiz', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Soriano', 'Manu Trigueros', 'Samu Castillejo', 'Sansone', 'Bakambu'], ['Cheryshev', 'Santos Borré', 'Jonathan dos Santos', 'Andrés Fernández', 'José Ángel', 'Álvaro', 'Rodri']]","[[83, 80, 81, 83, 79, 83, 79, 80, 80, 79, 81], [79, 75, 80, 76, 74, 77, 68]]","[[84, 83, 82, 87, 79, 83, 82, 84, 87, 82, 85], [82, 84, 81, 76, 75, 79, 81]]"
2016,10,29/10/2016,Sporting de Gijón,1-1,Sevilla,El Molinón,Iglesias Villanueva,"[['Cuéllar', 'Lillo', 'Amorebieta', 'Meré', 'Isma López', 'Canella', 'Moi Gómez', 'Nacho Cases', 'Sergio Álvarez', 'Čop', 'Viguera'], ['Burgui', 'Lora', 'Dani Ndi', 'Mariño', 'Rachid', 'Carlos Castro', 'Afif']]","[[78, 72, 75, 76, 72, 70, 74, 74, 77, 75, 70], [74, 76, 71, 74, 71, 73, 69]]","[[78, 73, 75, 84, 74, 70, 80, 75, 83, 77, 70], [82, 76, 79, 78, 77, 79, 78]]","[['Sergio Rico', 'Mariano', 'Mercado', 'Rami', 'Carriço', ""N'Zonzi"", 'Nasri', 'Franco Vázquez', 'Vitolo', 'Ben Yedder', 'Vietto'], ['Iborra', 'Sarabia', 'Sirigu', 'Kranevitter', 'Kolodzciejczak', 'Correa', 'Ganso']]","[[80, 79, 76, 82, 81, 82, 82, 82, 82, 80, 79], [82, 79, 82, 77, 60, 74, 81]]","[[85, 79, 76, 82, 82, 83, 82, 82, 82, 83, 86], [82, 83, 82, 85, 63, 83, 82]]"
2016,10,29/10/2016,Alavés,1-4,Real Madrid,Mendizorrotza,Sánchez Martínez,"[['Pacheco', 'Kiko Femenía', 'Feddal', 'Alexis', 'Theo Hernández', 'Raúl Carnero', 'Manu García', 'Dani Torres', 'Camarasa', 'Deyverson', 'Edgar'], ['Christian Santos', 'Katai', 'Krstičić', 'Ortolà', 'Espinoza', 'Toquero', 'Vigaray']]","[[77, 73, 77, 76, 72, 74, 74, 77, 76, 76, 74], [73, 74, 73, 69, 73, 72, 71]]","[[84, 76, 78, 76, 86, 75, 74, 79, 84, 81, 77], [73, 77, 76, 79, 83, 72, 80]]","[['Keylor Navas', 'Danilo', 'Varane', 'Pepe', 'Marcelo', 'Isco', 'Kovačić', 'Kroos', 'Bale', 'Benzema', 'Cristiano Ronaldo'], ['Nacho', 'Morata', 'Lucas Vázquez', 'Casilla', 'James Rodríguez', 'Coentrão', 'Asensio']]","[[85, 80, 84, 88, 86, 84, 80, 88, 90, 87, 94], [78, 82, 81, 80, 87, 79, 81]]","[[85, 83, 91, 88, 86, 88, 86, 90, 90, 87, 94], [80, 86, 84, 80, 92, 79, 89]]"
2016,10,29/10/2016,Atlético de Madrid,4-2,Málaga,Vicente Calderón,Estrada Fernández,"[['Oblak', 'Juanfran', 'Savić', 'Godín', 'Filipe Luís', 'Gabi', 'Saúl', 'Gaitán', 'Gameiro', 'Carrasco', 'Griezmann'], ['Lucas Hernández', 'Tiago', 'Correa', 'André Moreira', 'Fernando Torres', 'Vrsaljko', 'Thomas']]","[[87, 83, 82, 88, 85, 82, 80, 85, 83, 82, 88], [76, 81, 79, 70, 81, 78, 75]]","[[91, 83, 86, 88, 85, 82, 88, 85, 83, 88, 92], [87, 81, 88, 80, 81, 82, 82]]","[['Kameni', 'Rosales', 'Villanueva', 'Koné', 'Ricca', 'Pablo Fornals', 'Jony', 'Chori Castro', 'Juankar', 'Camacho', 'Sandro'], ['En-Nesyri', 'Juanpi Añor', 'Duda', 'Boyko', 'Michael Santos', 'Luis Muñoz', 'Ontiveros']]","[[81, 77, 74, 76, 75, 76, 78, 82, 73, 81, 76], [70, 76, 72, 78, 72, 60, 69]]","[[81, 77, 79, 76, 83, 85, 81, 82, 74, 84, 84], [82, 86, 72, 78, 78, 70, 82]]"
2016,10,29/10/2016,Barcelona,1-0,Granada,Camp Nou,Martínez Munuera,"[['Ter Stegen', 'Sergi Roberto', 'Umtiti', 'Mascherano', 'Digne', 'Rafinha', 'Denis Suárez', 'Rakitić', 'Neymar', 'Messi', 'Luis Suárez'], ['André Gomes', 'Alcácer', 'Cillessen', 'Busquets', 'Aleñá', 'Nili', 'Marlon']]","[[83, 79, 82, 85, 79, 80, 80, 87, 92, 93, 92], [84, 81, 81, 87, 67, 69, 73]]","[[88, 85, 87, 85, 84, 85, 87, 87, 95, 93, 92], [90, 87, 83, 88, 82, 78, 83]]","[['Ochoa', 'Saunier', 'Rubén Vezo', 'Lombán', 'Gabriel Silva', 'Andreas Pereira', 'Carcela', 'Toral', 'Agbo', 'Kravets', 'Cuenca'], ['Samper', 'Boga', 'Barral', 'Oier Olazábal', 'Tito', 'Atzili', 'Angban']]","[[79, 72, 75, 75, 71, 73, 78, 71, 72, 72, 74], [74, 72, 71, 70, 74, 72, 70]]","[[79, 73, 81, 75, 74, 81, 78, 78, 81, 73, 77], [82, 82, 71, 71, 74, 78, 78]]"
2016,10,30/10/2016,Athletic Club,1-1,Osasuna,San Mamés,Munuera Montero,"[['Iraizoz', 'De Marcos', 'Etxeita', 'Laporte', 'Balenziaga', 'Raúl García', 'Beñat', 'San José', 'Sabin Merino', 'Williams', 'Muniain'], ['Mikel Rico', 'Lekue', 'Aduriz', 'Eraso', 'Susaeta', 'Kepa', 'Yeray']]","[[79, 81, 79, 84, 79, 81, 82, 81, 74, 80, 78], [77, 74, 84, 74, 78, 77, 75]]","[[79, 82, 79, 88, 79, 81, 82, 83, 80, 86, 83], [77, 82, 84, 76, 78, 84, 81]]","[['Nauzet', 'Unai García', 'Oier', 'David García', 'Miguel Flaño', 'Digard', 'De las Cuevas', 'Berenguer', 'Roberto Torres', 'Oriol Riera', 'Sergio León'], ['Otegui', 'Kodro', 'Fausto', 'Mario', 'Jaime', 'Fran Mérida', 'Buñuel']]","[[72, 72, 74, 75, 75, 73, 74, 72, 77, 73, 76], [66, 70, 72, 70, 72, 75, 70]]","[[72, 78, 74, 83, 75, 73, 74, 83, 78, 73, 77], [81, 78, 74, 72, 73, 77, 85]]"
2016,10,30/10/2016,Betis,0-1,Espanyol,Benito Villamarín,De Burgos Bengoetxea,"[['Adán', 'Rafa Navarro', 'Mandi', 'Pezzella', 'Álex Martínez', 'Martin', 'Felipe Gutiérrez', 'Petros', 'Joaquín', 'Sanabria', 'Rubén Castro'], ['Álex Alegría', 'Nahuel', 'Cejudo', 'Dani Giménez', 'Bruno', 'Piccini', 'Brašanac']]","[[80, 70, 77, 77, 73, 76, 76, 79, 78, 78, 81], [73, 74, 76, 70, 78, 76, 73]]","[[80, 80, 82, 83, 76, 78, 79, 80, 78, 88, 81], [80, 83, 76, 70, 82, 83, 78]]","[['Diego López', 'Diego Reyes', 'David López', 'Aarón', 'Marc Roca', 'Javi Fuego', 'Hernán Pérez', 'Víctor Sánchez', 'Piatti', 'Leo Baptistão', 'Gerard Moreno'], ['Reyes', 'Demichelis', 'Diop', 'Roberto', 'Duarte', 'Salva Sevilla', 'Jurado']]","[[81, 77, 76, 66, 73, 79, 78, 77, 78, 79, 77], [78, 78, 76, 79, 72, 72, 78]]","[[81, 83, 77, 76, 82, 79, 78, 77, 78, 84, 83], [78, 78, 76, 79, 79, 72, 78]]"
2016,10,30/10/2016,Las Palmas,3-3,Celta de Vigo,Estadio de Gran Canaria,Melero López,"[['Lizoain', 'Míchel Macedo', 'Bigas', 'David García', 'Dani Castellano', 'Tana', 'Roque Mesa', 'Vicente Gómez', 'Jonathan Viera', 'Araujo', 'Boateng'], ['Livaja', 'Mateo García', 'Momo', 'Javi Varas', 'David Simón', 'Lemos', 'Montoro']]","[[73, 76, 78, 77, 74, 77, 81, 78, 81, 75, 79], [75, 68, 72, 78, 76, 77, 71]]","[[75, 78, 81, 77, 74, 80, 81, 78, 81, 79, 79], [81, 83, 72, 78, 78, 85, 71]]","[['Sergio Álvarez', 'Hugo Mallo', 'Roncaglia', 'Cabral', 'Sergi Gómez', 'Wass', 'Pablo Hernández', 'Radoja', 'Orellana', 'Pione Sisto', 'Iago Aspas'], ['Jonny', 'Marcelo Díaz', 'Bongonda', 'Rubén Blanco', 'Rossi', 'Fontàs', 'Guidetti']]","[[77, 80, 77, 80, 77, 80, 80, 78, 81, 74, 81], [77, 80, 77, 73, 79, 78, 76]]","[[77, 85, 77, 80, 85, 81, 80, 83, 81, 83, 81], [83, 80, 87, 84, 79, 80, 82]]"
2016,10,31/10/2016,Deportivo de La Coruña,1-1,Valencia,Estadio Municipal de Riazor,González González,"[['Tytoń', 'Juanfran', 'Sidnei', 'Albentosa', 'Luisinho', 'Borges', 'Çolak', 'Mosquera', 'Bruno Gama', 'Andone', 'Marlos Moreno'], ['Fernando Navarro', 'Babel', 'Guilherme', 'Lux', 'Carles Gil', 'Arribas', 'Fajr']]","[[76, 77, 80, 77, 75, 77, 78, 79, 76, 76, 72], [75, 75, 75, 75, 77, 76, 77]]","[[76, 77, 82, 78, 75, 77, 81, 79, 76, 82, 84], [75, 75, 78, 75, 83, 78, 77]]","[['Diego Alves', 'Montoya', 'João Cancelo', 'Garay', 'Abdennour', 'Mangala', 'Parejo', 'Enzo Pérez', 'Mario Suárez', 'Rodrigo', 'Nani'], ['Medrán', 'Fede Cartabia', 'Munir', 'Ryan', 'Aderlan Santos', 'Bakkali', 'Santi Mina']]","[[83, 77, 79, 84, 80, 80, 82, 78, 80, 78, 83], [77, 76, 75, 79, 76, 74, 75]]","[[83, 80, 86, 84, 82, 83, 83, 78, 80, 81, 83], [84, 83, 81, 84, 77, 82, 82]]"
2016,11,04/11/2016,Málaga,3-2,Sporting de Gijón,La Rosaleda,Gil Manzano,"[['Kameni', 'Rosales', 'Villanueva', 'Miguel Torres', 'Pablo Fornals', 'Jony', 'Chori Castro', 'Juanpi Añor', 'Juankar', 'Camacho', 'Sandro'], ['Duda', 'Ontiveros', 'Michael Santos', 'Boyko', 'Ricca', 'En-Nesyri', 'Luis Muñoz']]","[[81, 77, 74, 75, 76, 78, 82, 76, 73, 81, 76], [72, 69, 72, 78, 75, 70, 60]]","[[81, 77, 79, 75, 85, 81, 82, 86, 74, 84, 84], [72, 82, 78, 78, 83, 82, 70]]","[['Cuéllar', 'Lillo', 'Amorebieta', 'Meré', 'Isma López', 'Canella', 'Moi Gómez', 'Nacho Cases', 'Sergio Álvarez', 'Čop', 'Viguera'], ['Rachid', 'Lora', 'Víctor', 'Mariño', 'Carlos Castro', 'Afif', 'Carmona']]","[[78, 72, 75, 76, 72, 70, 74, 74, 77, 75, 70], [71, 75, 77, 74, 73, 69, 72]]","[[78, 73, 75, 84, 74, 70, 80, 75, 82, 77, 70], [77, 75, 78, 78, 79, 78, 72]]"
